"Planet Name";"Pl. Mass";"Pl. Radius";"Pl. Period";"Pl. Semi-axis";"Pl. Ecc.";"Pl. Incl.";"Ang. Dist.";"Pl. Transit Time";"Pl. Secondary Transit Time";"Pl. Tperi";"Pl. omega";"St. Dist";"St. Spec. Type";"St. Mass";"St. [Fe/H]";"St. Right Asc.";"St. Decli.";"St. Mag. V.";"St. Mag. I";"St. Mag. H";"St. Mag. J";"St. Mag. K";"St. Radius";"St. Effect Temp";"St. Age";
"HD 155358 c";"0.82";;"391.9";"1.02";"0.16";;"0.023721";;;"2455345.4";"180";"43";"G0";"0.92";"-0.51";"17 09 35";"+33 21 21";"7.27";;;;;;"5900";"10.7";
"HD 156279 b";"9.71";;"131.05";"0.495";"0.708";;"0.013525";;;"2455525.59";"-95.8";"36.6";"K0";"0.93";"0.14";"17 12 23";"+63 21 08";"8.08";;;;;;"5453";"4";
"HD 156411 b";"0.74";;"842.2";"1.88";"0.22";;"0.03412";;;"4356";"43";"55.1";"F8IV/V";"1.25";"-0.12";"17 19 51";"-48 32 58";"6.67";;;;;"2.16";"5900";;
"HD 156668 b";"0.0131";;"4.646";"0.05";"0.0";;"0.002041";;;"24718.57";;"24.5";"K3V";"0.772";"0.05";"17 17 40";"+29 13 38";"8.42";;;;;"0.72";"4850";"8.6";
"HD 157172 b";"0.12";;"104.84";"0.416";"0.46";;"0.013041";;;;;"31.9";"G8.5V";;;"17 22 35";"-19 36 58";"7.86";;;;;;;;
"HD 158038 b";"1.8";;"521";"1.52";"0.291";;"0.014672";;;"2455491";"334";"103.6";"K2III";"1.65";"0.28";"17 25 45";"+27 18 12";"7.64";;;;;"4.8";"4897";"2.5";
"HD 159868 b";"2.1";;"1178.4";"2.25";"0.01";;"0.042694";;;"2453435";"350";"52.7";"G5V";"1.09";;"17 38 60";"-43 08 44";"7.24";;;;;;"5395";"8.1";
"HD 159868 c";"0.73";;"352.3";"1";"0.15";;"0.018975";;;"24553239";"290";"52.7";"G5V";"1.09";;"17 38 60";"-43 08 44";"7.24";;;;;;"5395";"8.1";
"HD 16141 b";"0.215";;"75.82";"0.35";"0.28";;"0.009749";;;"2451547.2";"41";"35.9";"G5 IV";"1.01";"0.02";"02 35 19";"-03 33 38";"6.78";;;;;"1";"5533";"7.76";
"HD 16175 b";"4.4";;"990";"2.1";"0.59";;"0.035117";;;"2452820";"222";"59.8";"G0";"1.35";"0.23";"02 37 02";"+42 03 45";"7.28";;"5.92";"6.17";"5.85";"1.87";"6000";"5.3";
"HD 162020 b";"14.4";;"8.428198";"0.074";"0.277";;"0.002367";;;"51990.677";"-27.328";"31.26";"K2 V";"0.75";"0.01";"17 50 38";"-40 19 06";"9.18";;;;;"0.71";"4830";"0.76";
"HD 163607 b";"0.77";;"75.229";"0.36";"0.73";;"0.005217";;;"2454185";"78.7";"69";"G5IV";"1.09";"0.21";"17 53 40";"+56 23 31";"8.15";;;;;"1.63";"5543";"8.6";
"HD 163607 c";"2.29";;"1314";"2.42";"0.12";;"0.035072";;;"2455085";"265";"69";"G5IV";"1.09";"0.21";"17 53 40";"+56 23 31";"8.15";;;;;"1.63";"5543";"8.6";
"HD 16417 b";"0.069";;"17.24";"0.14";"0.2";;"0.00549";;;"99.74";"77";"25.5";"G1V";"1.18";"0.19";"02 36 59";"-34 34 41";"5.78";;;;;;"5936";"4.3";
"HD 164509 b";"0.48";;"282.4";"0.875";"0.26";;"0.016827";;;"2455703";"324";"52";"G5V";"1.13";"0.21";"18 01 31";"+00 06 16";"8.24";;;;;"1.06";"5922";"1.1";
"HD 164604 b";"2.7";;"606.4";"1.13";"0.24";;"0.029737";;;"24552674";"51";"38";"K2V";"0.8";"-0.18";"18 03 07";"-28 33 38";"9.7";;;;;;;;
"HD 164922 b";"0.36";;"1155";"2.11";"0.05";;"0.096215";;;"11100";"195";"21.93";"K0V";"0.94";"0.17";"18 02 30";"+26 18 46";"7.01";;;;;"0.9";"5385";"13.4";
"HD 166724 b";"4.12";;"8100";;"0.77";;;;;;;"42.3";"K0IV";;;"18 14 00";"-42 34 31";"9.31";;;;;;;;
"HD 167042 b";"1.6";;"416.1";"1.3";"0.03";;"0.026";;;"2453330";"34";"50";"K1III";"1.64";"0.05";"18 10 32";"+54 17 12";"5.97";;"3.56";"3.93";"3.55";"4.3";"5020";"2.2";
"HD 168443 b";"7.659";;"58.11247";"0.2931";"0.52883";;"0.007841";;;"15626.199";"172.923";"37.38";"G5";"0.995";"0.04";"18 20 04";"-09 35 34";"6.92";;;;;"1.51";"5591";"9.8";
"HD 168443 c";"17.193";;"1749.83";"2.8373";"0.2113";"35.7";"0.075904";;;"15521.3";"64.87";"37.38";"G5";"0.995";"0.04";"18 20 04";"-09 35 34";"6.92";;;;;"1.51";"5591";"9.8";
"HD 168746 b";"0.23";;"6.403";"0.065";"0.081";;"0.001507";;;"2451994.7";"16.3";"43.12";"G5";"0.88";"-0.06";"18 21 49";"-11 55 21";"7.95";;;;;"1.12";"5610";"3.75";
"HD 1690 b";"6.1";;"533";"1.3";"0.64";;"0.004075";;;"54449";"122";"319";"K1III";"1.09";"-0.32";"00 21 13";"-08 16 52";"9.17";;;;;"16.7";"4393";"6.7";
"HD 169830 b";"2.88";;"225.62";"0.81";"0.31";;"0.022302";;;"51923";"148";"36.32";"F8 V";"1.4";"0.21";"18 27 49";"-29 49 00";"5.9";;;;;"1.84";"6266";"4.95";
"HD 169830 c";"4.04";;"2102";"3.6";"0.33";;"0.099119";;;"52516";"252";"36.32";"F8 V";"1.4";"0.21";"18 27 49";"-29 49 00";"5.9";;;;;"1.84";"6266";"4.95";
"HD 170469 b";"0.67";;"1145";"2.24";"0.11";;"0.034477";;;"11669";"34";"64.97";"G5IV";"1.14";"0.3";"18 29 11";"+11 41 44";"8.21";;;;;"1.22";"5810";"6.7";
"HD 17092 b";"4.6";;"359.9";"1.29";"0.166";;"0.011835";;;"52969.5";"347.4";"109";;"2.3";"0.18";"02 46 22";"+49 39 11";"7.73";;;;;;"4650";;
"HD 171028 b";"1.98";;"550";"1.32";"0.59";;"0.014667";;;"2454187";"304";"90";"G0";"0.99";"-0.49";"18 32 15";"+06 56 45";"8.31";;;;;"1.95";"5663";"8";
"HD 171238 b";"2.6";;"1523";"2.54";"0.4";;"0.050517";;;"5062";"47";"50.28";"KOV";"0.943";"0.17";"18 34 44";"-28 04 20";"8.66";;;;;;"5467";"4.92";
"HD 17156 b";"3.191";"1.095";"21.2163979";"0.1623";"0.6768";"87.21";"0.002074";"4884.02817";;"3738.529";"121.71";"78.24";"G0";"1.275";"0.24";"02 49 44";"+71 45 12";"8.17";;;;;"1.508";"6079";"3.38";
"HD 173416 b";"2.7";;"323.6";"1.16";"0.21";;"0.008593";;;"3465.8";"254";"135";"G8";"2";;"18 43 36";"+36 33 24";"6.06";;;;;"13.5";"4683";;
"HD 175167 b";"7.8";;"1290";"2.4";"0.54";;"0.03581";;;"24553598";"342";"67.02";"G5 IV/V";"1.102";"0.19";"19 00 01";"-69 56 39";"9.18";;;;;;;;
"HD 175541 b";"0.61";;"297.3";"1.03";"0.33";;"0.008047";;;"2450213";"183";"128";"G8IV";"1.65";"-0.07";"18 55 41";"+04 15 55";"8.03";;;;;"3.85";"5060";"1.9";
"HD 176051 b";"1.5";;"1016";"1.76";"0.0";;"0.117412";;;;;"14.99";;;;"18 57 02";"+32 54 05";"5.22";;;;;;;;
"HD 177830 b";"1.49";;"406.6";"1.2218";"0.0009";;"0.020708";;;"10154";"85";"59";"K0IV";"1.47";"0.55";"19 05 20";"+25 55 14";"7.18";;;;;"2.99";"4948";"4.4";
"HD 177830 c";"0.15";;"110.9";"0.5137";"0.3495";;"0.008707";;;"10179";"110";"59";"K0IV";"1.47";"0.55";"19 05 20";"+25 55 14";"7.18";;;;;"2.99";"4948";"4.4";
"HD 178911 B b";"6.292";;"71.487";"0.32";"0.1243";;"0.006848";;;"50305.7";"169.8";"46.73";"G5";"1.07";"0.28";"19 09 03";"+34 35 59";"7.98";;;;;"1.14";"5650";"5.2";
"HD 179079 b";"0.08";;"14.476";"0.11";"0.115";;"0.001727";;;"2454400.5";"357";"63.69";"G5IV";"1.087";"0.29";"19 11 10";"-02 38 18";"7.95";;;;;"1.48";"5724";;
"HD 179949 b";"0.95";;"3.0925";"0.045";"0.022";;"0.001667";;;"51793.98";"183";"27";"F8 V";"1.28";"0.22";"19 15 33";"-24 10 45";"6.25";;;;;"1.19";"6260";"2.05";
"HD 180314 b";"22";;"396.03";"1.4";"0.257";;"0.010606";;;"3565.9";"302.1";"132";"K0";"2.6";"0.2";"19 14 50";"+31 51 37";"6.61";;;;;"9.2";"4917";;
"HD 180902 b";"1.6";;"479";"1.39";"0.09";;"0.012636";;;"2454690";"300";"110";"K0III/IV";"1.52";"0.04";"19 19 18";"-23 33 29";"7.78";;;;;"4.1";"5030";"2.8";
"HD 181342 b";"3.3";;"663";"1.78";"0.177";;"0.016094";;;"2454881";"281";"110.6";"K0III";"1.84";"0.26";"19 21 04";"-23 37 10";"7.55";;;;;"4.6";"5014";"1.8";
"HD 181433 b";"0.0238";;"9.3743";"0.08";"0.396";;"0.003059";;;"54542";"202";"26.15";"K3IV";"0.78";"0.33";"19 25 10";"-66 28 08";"8.38";;"6.24";"6.66";"6.09";;"4962";;
"HD 181433 c";"0.64";;"962";"1.76";"0.28";;"0.067304";;;"53235";"21.4";"26.15";"K3IV";"0.78";"0.33";"19 25 10";"-66 28 08";"8.38";;"6.24";"6.66";"6.09";;"4962";;
"HD 181433 d";"0.54";;"2172";"3";"0.48";;"0.114723";;;"52154";"-30";"26.15";"K3IV";"0.78";"0.33";"19 25 10";"-66 28 08";"8.38";;"6.24";"6.66";"6.09";;"4962";;
"HD 181720 b";"0.37";;"956";"1.78";"0.26";"1";"0.031786";;;"2453631";"177";"56";"G1V";"0.92";"-0.53";"19 22 53";"-32 55 09";"7.86";;;;;;"5781";;
"HD 183263 b";"3.67";;"626.5";"1.51";"0.357";;"0.028491";;;"54343.12";"233.5";"53";"G2IV";"1.17";"0.3";"19 28 24";"+08 21 28";"7.86";;;;;"1.21";"5888";"8.1";
"HD 183263 c";"3.82";;"2950";"4.25";"0.253";;"0.080189";;;"11910";"339.6";"53";"G2IV";"1.17";"0.3";"19 28 24";"+08 21 28";"7.86";;;;;"1.21";"5888";"8.1";
"HD 185269 b";"0.94";;"6.838";"0.077";"0.3";;"0.001638";;;"2453154.1";"173";"47";"G0IV";"1.28";"0.11";"19 37 12";"+28 30 00";"6.67";;;;;"1.88";"5980";"4.2";
"HD 187085 b";"0.75";;"986";"2.05";"0.47";;"0.045576";;;"2450912";"94";"44.98";"G0 V";"1.22";"0.05";"19 49 33";"-37 46 50";"7.22";;;;;;"6075";"3.3";
"HD 187123 b";"0.52";;"3.0965828";"0.0426";"0.01";;"0.000852";;;"52111.7";"25";"50";"G5";"1.06";"0.16";"19 46 57";"+34 25 15";"7.86";;;;;"1.17";"5714";"5.33";
"HD 187123 c";"1.99";;"3810";"4.89";"0.252";;"0.0978";;;"53580.04";"250";"50";"G5";"1.06";"0.16";"19 46 57";"+34 25 15";"7.86";;;;;"1.17";"5714";"5.33";
"HD 18742 b";"2.7";;"772";"1.92";"0.23";;"0.014222";;;"2455200";"102";"135";"G9IV";"1.6";"-0.04";"03 00 11";"-20 48 09";"7.97";;;;;"4.9";"5048";"2.3";
"HD 188015 b";"1.26";;"456.46";"1.19";"0.15";;"0.022624";;;"2451883.51";"293";"52.6";"G5IV";"1.09";"0.29";"19 52 04";"+28 06 01";"8.22";;;;;"1.1";"5520";"6.2";
"HD 189567 b";"0.0316";;"14.275";"0.1099";"0.23";;"0.006209";;;;;"17.7";"G2V";;;"20 05 33";"-67 19 15";"6.07";;;;;;;;
"HD 189733 b";"1.138";"1.138";"2.21857312";"0.03142";"0.0041";"85.51";"0.001628";"2453988.80336";"2454038.72294";;;"19.3";"K1-K2";"0.8";"-0.03";"20 00 43";"+22 42 39";"7.67";;;;;"0.788";"4980";"0.6";
"HD 190360 b";"1.502";;"2891";"3.92";"0.36";;"0.246696";;;"110628.1";"12.4";"15.89";"G6 IV";"1.04";"0.24";"20 03 37";"+29 53 48";"5.71";;;;;"1.2";"5588";"12.11";
"HD 190360 c";"0.057";;"17.1";"0.128";"0.01";;"0.008055";;;"11000.07";"153.7";"15.89";"G6 IV";"1.04";"0.24";"20 03 37";"+29 53 48";"5.71";;;;;"1.2";"5588";"12.11";
"HD 190647 b";"1.9";;"1038.1";"2.07";"0.18";;"0.038192";;;"53868";"232.5";"54.2";"G5";"1.1";"0.24";"20 07 20";"-35 32 19";"7.78";;;;;;"5628";"2";
"HD 190984 b";"3.1";;"4885";"5.5";"0.57";;"0.053398";;;"2449572";"318";"103";"F8V";"0.91";"-0.48";"20 11 31";"-64 37 14";"8.76";;;;;"1.53";"5988";;
"HD 192263 b";"0.733";;"24.3587";"0.15312";"0.008";;"0.007694";;;"2451796.9";"184";"19.9";"K2 V";"0.81";"-0.2";"20 14 00";"-00 52 01";"7.79";;;;;"0.75";"4965";"0.57";
"HD 192310 c";"0.075";;"525.8";"1.18";"0.32";;"0.133787";;;"2455151.02574596";"110";"8.82";"K3V";"0.8";"-0.04";"20 15 17";"-27 01 59";"5.73";;;;;"0.68";"5166";"7.81";
"HD 192699 b";"2.5";;"351.5";"1.16";"0.149";;"0.017313";;;"2452994";"54";"67";"G8IV";"1.68";"-0.15";"20 16 06";"+04 34 51";"6.44";;;;;"4.25";"5220";"1.8";
"HD 195019 b";"3.7";;"18.20163";"0.1388";"0.014";;"0.003715";;;"11015";"322";"37.36";"G3 IV-V";"1.06";"0.08";"20 28 17";"+18 46 12";"6.91";;;;;"1.38";"5787";"5.33";
"HD 196050 b";"2.83";;"1316.24";"2.47";"0.21";;"0.052665";;;"51033";"223";"46.9";"G3 V";"1.17";"0.23";"20 37 51";"-60 38 04";"7.5";;;;;"1.29";"5874";"3.17";
"HD 196067 b";"7.1";;"4100";;"0.63";;;;;;;"44.3";"G0V";;;"20 41 44";"-75 21 03";"6.02";;;;;;;;
"HD 196885 A b";"2.98";;"1326";"2.6";"0.48";;"0.078788";;;"11902";"93.2";"33";"F8V";"1.33";"0.29";"20 39 51";"+11 14 58";"6.4";;;;;"1.79";"6340";"2";
"HD 197037 b";"0.79";;"1035.7";"2.07";"0.22";;"0.062727";;;"2451353.1";"298";"33";"F7V";"1.11";"-0.2";"20 39 33";"+42 14 55";"6.81";;;;;;"6150";"1.9";
"HD 19994 b";"1.68";;"535.7";"1.42";"0.3";;"0.06345";;;"50944";"41";"22.38";"F8 V";"1.34";"0.25";"03 12 46";"-01 11 45";"5.07";;;;;"1.93";"5984";"8.91";
"HD 20003 b";"0.0378";;"11.849";"0.0974";"0.4";;"0.002224";;;;;"43.8";"G8V";;;"03 07 38";"-72 19 19";"8.37";;;;;;;;
"HD 20003 c";"0.0422";;"33.823";"0.1961";"0.16";;"0.004477";;;;;"43.8";"G8V";;;"03 07 38";"-72 19 19";"8.37";;;;;;;;
"HD 200964 b";"1.85";;"613.8";"1.601";"0.04";;"0.023406";;;"2454900";"288";"68.4";"KO";"1.44";"-0.15";"21 06 40";"+03 48 11";"6.64";;;;;"4.3";"5164";"3";
"HD 200964 c";"0.9";;"825";"1.95";"0.181";;"0.028509";;;"2455000";"182.6";"68.4";"KO";"1.44";"-0.15";"21 06 40";"+03 48 11";"6.64";;;;;"4.3";"5164";"3";
"HD 202206 b";"17.4";;"255.87";"0.83";"0.435";;"0.017911";;;;"161.18";"46.34";"G6 V";"1.13";"0.37";"21 14 57";"-20 47 21";"8.08";;;;;"1.02";"5750";"2.04";
"HD 202206 c";"2.44";;"1383.4";"2.55";"0.267";;"0.055028";;;;"78.99";"46.34";"G6 V";"1.13";"0.37";"21 14 57";"-20 47 21";"8.08";;;;;"1.02";"5750";"2.04";
"HD 20367 b";"1.07";;"500";"1.25";"0.23";;"0.046296";;;;"83";"27";"G0";"1.04";"0.1";"03 17 40";"+31 07 37";"6.41";;;;;"1.18";"6128";"0.87";
"HD 2039 b";"4.9";;"1183";"2.2";"0.67";;"0.024499";;;"1183";"333";"89.8";"G2/G3 IV-V";"0.98";"0.1";"00 24 20";"-56 39 00";"9.01";;;;;"1.21";"5947";"5.28";
"HD 204313 b";"3.55";;"1920.1";"3.04";"0.23";;"0.064176";;;"2452111.6";"298";"47.37";"G5V";"1.045";"0.18";"21 28 12";"-21 43 35";"7.99";;;;;;"5767";"3.38";
"HD 204313 c";"0.054";;"34.873";"0.2103";"0.17";;"0.00444";;;;;"47.37";"G5V";"1.045";"0.18";"21 28 12";"-21 43 35";"7.99";;;;;;"5767";"3.38";
"HD 204313 d";"1.68";;"2831.6";"3.93";"0.28";;"0.082964";;;"2456376.9";"247";"47.37";"G5V";"1.045";"0.18";"21 28 12";"-21 43 35";"7.99";;;;;;"5767";"3.38";
"HD 204941 b";"0.266";;"1733";"2.56";"0.37";;"0.094815";;;"2456015";"-132";"27";;"0.74";"-0.19";"21 32 24";"-20 57 27";"8.45";;;;;"0.72";"5056";"6.67";
"HD 205739 b";"1.37";;"279.8";"0.896";"0.27";;"0.009922";;;"3390.7";"301";"90.3";"F7V";"1.22";"0.19";"21 38 08";"-31 44 15";"8.56";;"7.35";"7.59";"7.23";"1.33";"6176";"2.84";
"HD 206610 b";"2.2";;"610";"1.68";"0.229";;"0.00866";;;"2454677";"296";"194";"K0";"1.56";"0.14";"21 43 25";"-07 24 30";"8.34";;;;;"6.1";"4874";"3";
"HD 20781 b";"0.0379";;"29.15";"0.169";"0.11";;"0.004774";;;;;"35.4";"G9.5V";;;"03 20 03";"-28 47 02";"8.44";;;;;;;;
"HD 20781 c";"0.0496";;"85.131";"0.3456";"0.28";;"0.009763";;;;;"35.4";"G9.5V";;;"03 20 03";"-28 47 02";"8.44";;;;;;;;
"HD 20782 b";"1.9";;"591.9";"1.381";"0.97";;"0.03834";;;"1083.8";"147.7";"36.02";"G2 V";"1";"-0.05";"03 20 03";"-28 51 14";"7.38";;;;;;"5578";"7.1";
"HD 20794 b";"0.0085";;"18.315";"0.1207";"0.0";;"0.019917";;;;;"6.06";"G8V";"0.7";"-0.4";"03 19 56";"-43 04 11";"4.26";;;;;;"5401";"5.76";
"HD 20794 c";"0.0076";;"40.114";"0.2036";"0.0";;"0.033597";;;;;"6.06";"G8V";"0.7";"-0.4";"03 19 56";"-43 04 11";"4.26";;;;;;"5401";"5.76";
"HD 20794 d";"0.015";;"90.309";"0.3499";"0.0";;"0.057739";;;;;"6.06";"G8V";"0.7";"-0.4";"03 19 56";"-43 04 11";"4.26";;;;;;"5401";"5.76";
"HD 208487 b";"0.413";;"129.8";"0.51";"0.21";;"0.011333";;;"51008";"123";"45";"G2V";"1.3";"-0.06";"21 57 19";"-37 45 49";"7.48";;;;;"1.15";"5929";"3.88";
"HD 20868 b";"1.99";;"380.85";"0.947";"0.75";;"0.019366";;;"54451.52";"356.2";"48.9";"K3/4IV";"0.78";"0.04";"03 20 43";"-33 43 48";"9.92";;;;;"0.79";"4795";"4.5";
"HD 209458 b";"0.714";"1.38";"3.52474859";"0.04747";"0.0004";"86.59";"0.00101";"2453344.768245";;;"83";"47";"G0 V";"1.148";"0.02";"22 03 10";"+18 53 04";"7.65";;;;;"1.146";"6075";"4";
"HD 210277 b";"1.23";;"442.1";"1.1";"0.472";;"0.051667";;;"50988.2";"118.2";"21.29";"G0";"1.09";"0.19";"22 09 29";"-07 32 32";"6.63";;;;;"1.1";"5532";"6.93";
"HD 210702 b";"2";;"341.1";"1.17";"0.152";;"0.020893";;;"2453118";"301";"56";"K1III";"1.85";"0.12";"22 11 51";"+16 02 26";"5.93";;;;;"4.72";"5010";"1.4";
"HD 212301 b";"0.45";;"2.245715";"0.036";"0.0";;"0.000683";;;;;"52.7";"F8 V";"1.05";"0.18";"22 27 30";"-77 43 04";"7.77";;;;;;"5998";"5.9";
"HD 212771 b";"2.3";;"373.3";"1.22";"0.111";;"0.009313";;;"2454947";"55";"131";"G8IV";"1.15";"-0.21";"22 27 03";"-17 15 49";"7.6";;;;;"5";"5121";"6";
"HD 213240 b";"4.5";;"951";"2.03";"0.45";;"0.049816";;;"51520";"214";"40.75";"G4 IV";"1.22";"0.16";"22 31 00";"-49 25 59";"6.8";;;;;"1.5";"5975";"5.11";
"HD 215152 b";"0.0087";;"7.2825";"0.0652";"0.34";;"0.003033";;;;;"21.5";"K0";;;"22 43 21";"-06 24 03";"8.13";;;;;;;;
"HD 215152 c";"0.0097";;"10.866";"0.0852";"0.38";;"0.003963";;;;;"21.5";"K0";;;"22 43 21";"-06 24 03";"8.13";;;;;;;;
"HD 215456 b";"0.101";;"191.99";"0.652";"0.15";;"0.017158";;;;;"38";"G0.5V";;;"22 46 08";"-48 58 4";"6.63";;;;;;;;
"HD 215456 c";"0.246";;"2277";"3.394";"0.19";;"0.089316";;;;;"38";"G0.5V";;;"22 46 08";"-48 58 4";"6.63";;;;;;;;
"HD 215497 b";"0.02";;"3.93404";"0.047";"0.16";;"0.001068";;;"54858.95";"96";"44";"K3V";"0.87";"0.23";"22 46 37";"-56 35 58";"8.97";;;;;;"5113";"7";
"HD 215497 c";"0.33";;"567.94";"1.282";"0.49";;"0.029136";;;"55003.48";"45";"44";"K3V";"0.87";"0.23";"22 46 37";"-56 35 58";"8.97";;;;;;"5113";"7";
"HD 216435 b";"1.26";;"1311";"2.56";"0.07";;"0.076877";;;"870";"100";"33.3";"G0 V";"1.3";"0.244";"22 53 37";"-48 35 53";"6.03";;;;;"2";"5767";"5.27";
"HD 216437 b";"1.82";;"1256";"2.32";"0.29";;"0.087547";;;"50693";"63";"26.5";"G4 IV-V";"1.06";"0.25";"22 54 39";"-70 04 25";"6.06";;;;;"1.1";"5636";"12.96";
"HD 216770 b";"0.65";;"118.45";"0.46";"0.37";;"0.012105";;;"52672";"281";"38";"K1 V";"0.9";"0.23";"22 55 53";"-26 39 31";"8.1";;;;;"1";"5248";"3.6";
"HD 21693 b";"0.0322";;"22.656";"0.1484";"0.26";;"0.00458";;;;;"32.4";"G9IV";;;"03 27 12";"-58 19 25";"7.94";;;;;;;;
"HD 21693 c";"0.06472";;"53.881";"0.2644";"0.24";;"0.00816";;;;;"32.4";"G9IV";;;"03 27 12";"-58 19 25";"7.94";;;;;;;;
"HD 217107 b";"1.33";;"7.12689";"0.073";"0.132";;"0.003702";;;"49998.5";"22.7";"19.72";"G8 IV";"1.02";"0.37";"22 58 15";"-02 23 42";"6.16";;;;;"1.08";"5666";"7.32";
"HD 217107 c";"2.49";;"4210";"5.27";"0.517";;"0.267241";;;"11106";"198.6";"19.72";"G8 IV";"1.02";"0.37";"22 58 15";"-02 23 42";"6.16";;;;;"1.08";"5666";"7.32";
"HD 217786 b";"13";;"1319";"2.38";"0.4";;"0.043431";;;"56053";"100";"54.8";"F8V";"1.02";"-0.135";"23 03 08";"-00 25 47";"7.8";;;;;"1.27";"5966";"7.6";
"HD 218566 b";"0.21";;"225.7";"0.6873";"0.3";;"0.022956";;;"10360";"36";"29.94";"K3V";"0.85";"0.38";"23 09 11";"-02 15 39";"8.63";;;;;"0.86";"4820";"8.5";
"HD 219828 b";"0.066";;"3.8335";"0.052";"0.0";;"0.000641";;;;;"81.1";"G0IV";"1.24";"0.19";"23 18 47";"+18 38 45";"8.04";;;;;"1.7";"5891";"5.8";
"HD 220689 b";"1.19";;"2191";;"0.2";;;;;;;"44.6";"G3V";;;"23 25 53";"-20 36 58";"7.77";;;;;;;;
"HD 220773 b";"1.45";;"3724.7";"4.94";"0.51";;"0.100816";;;"2453866.4";"226";"49";"F9";"1.16";"0.09";"23 26 27";"+08 38 38";"7.09";;;;;;"5940";"4.4";
"HD 221287 b";"3.09";;"456.1";"1.25";"0.08";;"0.023629";;;"53263";"98";"52.9";"F7 V";"1.25";"0.03";"23 31 20";"-58 12 35";"7.82";;;;;;"6304";"1.3";
"HD 222155 b";"1.9";;"3999";"5.1";"0.16";;"0.10387";;;"2456319";"137";"49.1";"G2V";"1.13";"-0.11";"23 38 00";"+48 59 47";"7.1";;;;;"1.67";"5765";"8.2";
"HD 222582 b";"7.75";;"572.38";"1.35";"0.725";;"0.032143";;;"706.7";"319.01";"42";"G5";"0.99";"-0.0229";"23 41 51";"-05 59 08";"7.7";;;;;"1.15";"5662";"6.16";
"HD 224693 b";"0.71";;"26.73";"0.233";"0.05";;"0.002479";;;"2453193.9";"6";"94";"G2IV";"1.33";"0.343";"23 59 54";"-22 25 41";"8.23";;;;;"1.7";"6037";"2";
"HD 22781 b";"13.65";;"528.07";"1.167";"0.8191";;"0.03671";;;"2454881.4";"-44.08";"31.79";"K0V";"0.75";"-0.37";"03 40 50";"+31 49 35";"8.77";;;;;;"5027";"4.75";
"HD 23079 b";"2.5";;"626";"1.5";"0.02";;"0.043103";;;"1680";"262";"34.8";"F8/G0 V";"1.1";"-0.24";"03 39 43";"-52 54 57";"7.1";;;;;"1.13";"5848";"6.53";
"HD 23127 b";"1.5";;"1214";"2.4";"0.44";;"0.026936";;;"229";"190";"89.1";"G2V";"1.13";"0.34";"03 39 24";"-60 04 40";"8.58";;;;;;"5927";"7.1";
"HD 231701 b";"1.08";;"141.6";"0.53";"0.1";;"0.004889";;;"3180";"46";"108.4";"F8V";"1.14";"0.07";"19 32 04";"+16 28 27";"8.97";;;;;"1.35";"6208";"4.9";
"HD 23596 b";"8.1";;"1565";"2.88";"0.292";;"0.055385";;;"2451604";"274.1";"52";"F8";"1.27";"0.32";"03 48 00";"+40 31 50";"7.24";;;;;"2.09";"5888";"6.89";
"HD 240210 b";"6.9";;"501.75";"1.33";"0.15";;"0.009301";;;"54486.76";"277.49";"143";"K3III";"1.25";"-0.18";"23 10 29";"+57 01 46";"8.33";;;;;;"4290";;
"HD 240237 b";"5.3";;"745.7";"1.9";"0.4";;"0.001267";;;"44292";"108.1";"1500";"K2III";"1.69";"-0.26";"23 15 42";"+58 02 36";"8.19";;;;;"32";"4361";;
"HD 24040 b";"4.01";;"3668";"4.92";"0.04";;"0.105784";;;"2454308";"154";"46.51";"G0";"1.18";"0.206";"03 50 23";"+17 28 35";"7.52";;;;;;"5853";"6.68";
"HD 25171 b";"0.95";;"1845";"3.02";"0.08";;"0.054909";;;"55301";"96";"55";"F8V";"1.09";"-0.11";"03 55 49";"-65 11 12";"7.79";;;;;"1.18";"6160";"2";
"HD 2638 b";"0.48";;"3.4442";"0.044";"0.0";;"0.000819";;;;;"53.71";"G5";"0.93";"0.16";"00 29 59";"-05 45 50";"9.44";;;;;;"5192";"3";
"HD 27442 b";"1.35";;"415.2";"1.16";"0.058";;"0.064088";;;"2451849.3";"347";"18.1";"K2 IV a";"1.2";"0.22";"04 16 29";"-59 18 07";"4.44";;;;;"6.6";"4749";"7.15";
"HD 27631 b";"1.7";;"2220";;"0.17";;;;;;;"45.5";"G3IV";;;"04 19 45";"-41 57 37";"8.25";;;;;;;;
"HD 27894 b";"0.62";;"17.991";"0.122";"0.049";;"0.002879";;;"53275.46";"132.9";"42.37";"K2 V";"0.8";"0.3";"04 20 47";"-59 24 39";"9.36";;;;;;"4875";"3.9";
"HD 28185 b";"5.7";;"383";"1.03";"0.07";;"0.026142";;;"51853";"351";"39.4";"G5";"1.24";"0.24";"04 26 26";"-10 33 02";"7.81";;;;;"1.03";"5482";"5.36";
"HD 28254 b";"1.16";;"1116";"2.15";"0.81";;"0.038256";;;"4049";"301";"56.2";"G1IV/V";"1.06";"0.36";"04 24 51";"-50 37 20";"7.71";;;;;"1.48";"5664";;
"HD 28678 b";"1.7";;"387.1";"1.24";"0.168";;"0.005463";;;"2455517";"131";"227";"K0D";"1.74";"-0.11";"04 31 25";"+04 34 31";"8.54";;;;;"6.2";"5076";"1.8";
