# Proper motion data
# HIP	pmRA(mas/yr)	pmDE(mas/yr)
1229	1.59	-2.17
1230	-36.58	-50.08
1231	34.91	-22.18
1232	46.80	-4.10
1233	6.10	-2.30
1234	56.62	-86.08
1235	-3.55	-7.87
1236	39.01	-2.15
43265	8.80	2.10
1237	31.57	-14.59
1238	34.91	-10.83
1239	18.36	-15.45
1240	255.24	-63.96
1241	6.21	-0.50
1242	731.83	-607.73
1243	-32.64	-81.67
1244	1.70	-0.50
1245	33.82	-3.80
1246	25.01	-11.14
1247	-1.97	-4.76
1248	38.10	-43.20
1249	40.60	-0.40
1250	5.04	6.34
1251	-76.50	-52.09
1252	56.80	-47.70
1253	25.90	-6.66
1254	2.66	-11.79
1255	18.67	-16.53
1256	34.98	-1.03
1257	4.79	-3.39
1258	-56.48	4.05
1259	7.60	-5.10
1260	1.60	-11.70
1261	6.10	-9.76
1262	21.36	4.69
1263	-1.90	-0.82
1264	-3.79	-10.79
1265	11.20	12.90
1266	44.62	9.59
1267	-2.55	-0.10
1268	-17.26	-1.95
1269	-20.26	-10.86
1270	42.20	-20.30
1271	17.04	8.44
1272	20.56	-14.15
1273	17.38	-2.06
1274	26.50	-17.90
1275	218.19	-60.20
1276	-55.60	-242.50
1277	67.85	-16.72
1278	-14.10	-14.50
1279	13.87	-8.63
1280	7.60	7.30
1281	52.24	-12.65
1282	51.33	-8.94
1283	-6.80	-0.10
1284	6.28	-7.41
1285	-5.15	-3.33
1286	47.20	-24.30
1287	15.40	4.53
1288	118.40	-25.90
1289	-2.87	-11.31
1290	-191.98	-72.64
1291	-8.20	-10.46
1292	433.92	-56.74
1293	15.29	-3.29
1294	188.20	42.50
1295	714.68	-757.74
1296	17.80	1.40
1297	156.98	131.63
1298	14.84	-25.29
1299	50.01	-40.10
1300	15.22	8.97
1301	347.85	-69.42
1302	36.60	-20.00
1303	12.47	-25.33
1304	-18.15	-151.69
1305	-38.80	-5.30
1306	23.40	-39.40
1307	11.01	1.44
1308	202.45	13.43
1309	2.40	11.90
1310	2.36	-3.34
1311	-15.44	-17.11
1312	57.99	24.10
1313	-31.40	-39.53
1314	18.20	-13.29
1315	33.41	-9.83
1316	-6.15	31.96
1317	6.81	36.89
1318	-32.05	-28.93
1319	-26.60	-16.20
1320	50.63	9.34
1321	-102.90	-46.90
1322	332.62	267.64
1323	11.08	-6.80
1324	7.29	5.61
1325	4.74	12.37
1326	10.49	-49.14
1327	-3.48	-13.10
1328	20.77	-16.95
1329	-1.90	-4.00
1330	-26.99	-25.19
1331	-7.98	-1.93
1332	-21.64	-9.59
1333	-31.90	-22.90
1358	103.21	-53.26
1334	382.28	13.17
1335	52.89	37.57
1336	92.70	52.70
1337	3.70	-4.80
1339	3.79	9.40
1340	31.04	-1.21
1341	114.10	-73.40
1342	61.87	-25.07
1343	2.11	-4.58
1344	-7.33	-19.09
1345	33.80	-19.05
1346	-6.31	-22.87
1347	-5.23	-22.94
1348	-16.50	-10.76
1349	312.90	180.90
1350	124.67	-0.45
1351	30.20	-29.40
1352	-16.60	-5.66
1353	40.89	-15.93
1354	-6.08	-3.41
1355	0.34	-0.30
1356	-0.45	-5.98
1357	-7.30	-4.30
1359	16.61	-5.67
1360	25.55	-8.46
1361	20.42	-1.14
1362	-0.97	-2.30
1363	-22.12	-13.64
1364	22.40	-12.25
1365	22.30	9.40
1366	-53.40	-13.50
1367	-22.24	-14.36
1368	568.41	82.94
1369	40.88	1.30
1370	36.69	-9.88
1371	20.18	16.63
1372	3.81	-3.76
1373	-6.29	-14.60
1374	201.28	75.09
1375	-16.63	-8.30
1376	30.72	-8.36
1377	12.64	-17.02
1378	10.20	-8.11
1379	49.04	-6.93
1380	37.77	22.78
1381	3.37	-5.34
1382	396.65	-16.11
44193	-167.20	-14.20
1383	-30.97	28.58
1384	-19.50	-21.27
1385	-63.32	-100.55
1386	689.56	427.58
1387	27.94	-10.61
1388	42.10	-2.30
1389	530.60	-37.70
1390	42.70	-0.80
1391	41.67	9.92
1392	75.32	75.53
1393	91.20	-32.50
1394	83.38	-1.14
1395	-50.27	-72.98
1396	12.35	1.86
1397	20.40	106.50
1398	194.88	-77.25
1399	118.13	-42.71
1400	19.42	-43.34
1401	-4.27	-2.66
1402	20.49	-2.55
1403	29.42	-14.85
1404	-21.56	5.96
1405	4.51	0.69
1406	146.40	-12.30
1407	162.30	-88.28
1408	158.13	96.07
1409	11.37	-1.96
1410	50.22	-8.47
1411	-171.93	-94.21
1412	303.67	18.77
1413	82.30	-15.60
1414	12.78	16.02
1415	-5.90	-1.50
1416	3.56	-1.93
1417	-7.10	-3.10
1418	-33.94	-94.70
1419	64.77	-5.71
1420	96.30	-112.00
1421	91.00	9.38
1422	-54.67	-42.50
1423	-7.49	-5.39
1424	-3.89	4.89
1425	-11.59	-21.59
1426	6.22	-5.71
1427	220.64	-28.14
1428	1.60	-0.26
1429	12.90	-11.90
1430	114.51	-11.99
1431	33.01	-12.80
1432	-5.29	-27.06
1433	-11.58	-18.14
1434	30.01	-0.32
1435	18.82	-7.31
1436	26.59	-19.17
1437	330.17	98.86
1438	-1.40	-27.43
1439	-7.99	-19.26
1440	-13.21	-19.19
1441	16.70	-21.20
1442	-34.33	-227.34
1443	-19.80	-16.27
1444	396.74	-0.71
1445	0.56	-19.97
1446	-30.20	-67.70
1447	-24.58	-66.68
1448	-1.80	-4.10
1449	3.73	-4.14
1450	-12.99	-13.32
1451	41.90	-0.14
1452	27.07	6.50
1453	6.89	12.10
1454	30.78	23.23
1455	-30.33	2.30
1456	30.60	-17.03
1457	10.69	-189.19
1458	18.69	15.26
1459	3.24	-5.15
1460	-11.60	-52.20
1461	-3.70	-14.20
1462	21.36	5.32
1463	2.26	-30.45
1464	-1.10	-5.50
1465	-31.93	-28.61
1466	-2.04	-2.52
1467	16.11	25.47
1468	-16.24	-4.45
1469	18.82	4.79
1470	35.54	-1.79
1471	-8.79	18.21
1472	-64.95	-12.64
1473	-65.65	-42.01
1474	-12.56	-10.96
1475	2887.50	408.90
1476	-27.61	-40.43
1477	35.94	-51.32
1478	-10.70	-9.10
1479	28.44	6.00
1480	16.41	-80.05
1481	89.42	-59.35
1482	50.40	-15.20
1483	26.11	7.42
1484	19.41	-7.65
1485	110.70	-6.50
1486	-1.57	-12.67
1487	-67.30	11.45
1488	-16.29	-25.39
1489	23.60	-13.90
1490	-15.74	-0.68
1491	48.90	40.00
1492	-3.90	-6.10
1493	57.58	-2.79
1494	37.36	-6.92
1495	-0.80	31.70
1496	-25.30	-14.10
1497	-10.14	-15.22
1498	5.64	-1.30
1499	417.48	-143.93
1525	19.58	-7.26
1500	107.66	-2.67
1501	24.00	0.90
1502	49.53	-0.40
1503	31.10	-30.20
1504	-4.81	-2.03
1505	-7.97	0.68
1506	-3.40	-3.10
1507	29.09	16.53
1508	5.88	1.46
1509	-2.41	-25.64
1510	-20.33	16.89
1511	-4.46	-34.74
1512	235.60	-55.50
1513	41.53	-3.56
1514	49.01	9.20
1515	65.31	-4.03
1516	-31.60	-27.10
1517	43.60	-9.70
1518	-62.02	-96.07
1519	-3.01	-15.20
1520	-3.54	-3.37
1521	47.48	-8.00
1522	-5.08	-1.03
1523	-18.28	4.61
1524	-14.71	-18.67
1526	0.98	-1.58
1527	22.99	-18.29
1528	55.94	7.22
1529	-1.74	-7.28
1530	1.86	4.95
1531	39.10	10.00
1532	-36.11	-302.56
1533	13.69	-4.12
1534	21.16	2.00
1535	24.71	8.43
1536	111.33	-73.13
1537	12.98	7.90
1538	-18.21	-0.12
1539	-28.41	-217.55
1540	16.75	6.23
1541	9.55	-111.32
1542	-0.60	-2.90
1543	65.30	-15.10
1544	30.50	-18.30
1545	-3.51	-7.55
1546	525.64	-102.75
1547	74.35	-18.09
1548	18.31	-6.78
1549	-15.57	-17.09
1738	12.29	-9.89
1550	33.78	-0.02
1551	15.19	9.60
1552	57.96	-257.86
1553	-12.91	-11.18
1554	7.25	8.58
1555	12.59	1.38
1556	-22.17	-21.78
1557	6.21	-10.05
1558	53.67	1.59
1559	30.99	-34.94
1560	66.93	-84.56
1561	8.46	1.50
1562	-14.70	-37.50
1563	-16.47	-21.27
1564	14.81	-4.90
1565	30.98	33.02
1566	-5.66	-21.24
1567	2.87	-39.10
1568	8.00	-0.63
1570	-3.80	-3.50
1571	16.16	0.44
1572	-1.76	-18.62
1573	35.70	-134.90
1574	19.35	3.34
1575	-25.57	-17.96
1576	41.03	29.13
1577	-5.83	3.63
1578	51.80	12.80
1579	-40.95	-22.09
1580	-6.33	-16.26
1581	-6.07	-8.79
1582	141.17	5.77
1583	-5.87	-2.81
1584	-12.40	-7.50
1585	-0.49	-49.09
1586	31.79	-4.25
1587	-7.86	36.26
1588	-4.36	-8.40
1589	-5.26	-0.74
1590	1.19	-1.85
1591	-19.02	-23.37
1592	-0.01	-3.71
1593	-19.93	-9.47
1594	-5.82	-19.61
1595	-12.47	-11.74
1596	-5.31	5.64
1597	14.98	-114.72
1598	-141.80	-276.70
1599	1707.45	1164.32
1600	38.20	-6.75
1601	156.00	-51.29
1602	-1.43	12.71
1603	-3.24	-14.63
1604	6.67	-5.93
1605	-1.60	-1.18
1606	3.60	-14.20
1607	-7.61	-3.99
1608	140.61	-10.42
1609	9.80	-10.69
1610	-8.30	-5.90
1611	52.04	12.16
1612	-29.55	-39.58
1613	21.71	-0.22
1614	-0.73	1.01
1615	-2.38	-1.36
1616	15.08	-4.67
1617	189.62	-31.67
1618	11.94	-4.03
1619	-16.40	-1.50
1620	194.05	-60.98
1621	0.90	-4.20
1622	20.76	1.29
1623	-49.20	18.58
1624	5.20	-7.43
1625	260.30	-82.20
1626	95.38	-13.01
1627	5.47	-7.94
1628	-16.55	-1.91
1629	99.05	8.47
1630	14.22	-1.16
1631	15.70	-14.13
1632	59.51	-20.21
1633	-7.93	1.11
1634	-28.33	-16.13
1635	28.73	11.62
1636	-73.98	-150.60
1637	-2.14	-2.38
1638	2.80	-22.20
1639	8.19	-3.17
1640	84.92	58.27
1641	-15.66	-19.49
1642	63.70	-17.80
1643	7.81	2.23
1644	45.37	-15.39
1645	-4.18	9.73
1646	-27.30	6.90
1647	-3.51	-0.12
1648	3.14	-13.29
1649	119.80	46.70
1650	6.83	-3.66
1651	46.67	13.10
1652	-2.25	-0.85
1653	31.28	10.65
1654	-180.34	-138.12
1655	29.53	-22.21
1656	35.59	26.93
1657	-29.89	-17.27
1658	-2.87	16.38
1659	-124.03	-252.19
1660	4.23	2.02
1661	14.39	-18.05
1662	2.02	-8.72
1663	-2.50	-8.90
1664	71.80	20.20
1665	74.30	3.80
1666	-8.53	-59.32
1667	-46.17	-37.30
1739	0.60	7.10
1668	-116.33	-84.35
1669	5.80	-65.10
1670	-40.20	-29.00
1671	-6.38	-5.52
1672	-9.91	-27.84
1673	2.96	-12.22
1674	27.00	78.00
1675	43.00	0.40
1676	4.10	-1.10
1677	18.10	-3.00
1678	-7.49	4.47
1679	77.78	-34.84
1680	0.37	9.95
1681	-3.40	-15.00
1682	55.28	-45.95
1683	12.87	-41.02
1684	87.24	4.12
1685	114.34	25.79
1686	58.88	-38.58
1687	288.28	-232.37
1688	-26.71	-20.69
1689	31.76	-1.04
1690	3.74	-8.55
48920	-3.65	-9.57
1691	27.24	62.67
1692	12.95	2.78
1693	38.70	-40.00
1694	-1.41	-42.70
1695	1.10	-21.80
1696	69.40	-815.01
1697	31.74	12.26
1698	6.30	7.50
1699	2.70	-5.70
1700	25.30	-0.10
1701	11.15	-6.13
1702	-9.76	-15.25
1703	5.00	-3.22
1704	-16.93	22.28
1705	-26.00	-36.70
1706	12.98	-7.23
1707	62.80	5.10
1708	32.90	-72.06
1709	14.30	-3.60
1710	39.64	-26.46
1711	-6.51	-4.49
1712	12.06	33.04
1713	42.71	9.73
1714	27.26	-21.65
1740	65.40	23.70
1715	34.27	-15.79
1716	-11.47	-11.09
1717	1.65	-4.61
1718	-33.35	-9.34
1719	256.01	160.08
1720	-302.66	-360.97
1721	-5.92	20.80
1722	41.77	5.55
1723	153.70	63.80
1724	-17.90	-4.49
1725	-24.46	-4.37
1726	6.30	2.44
1727	-1.76	-4.20
1728	62.28	-12.80
1729	-34.55	-57.40
1730	9.47	-6.95
1731	24.27	-11.85
1732	113.20	-159.10
1733	-7.59	1.02
1734	60.92	-196.68
1735	-3.92	-3.28
1736	71.92	-61.30
1737	154.87	-14.95
1741	-0.36	-30.88
1742	206.81	-75.45
1743	-2.70	1.40
1744	6.92	-2.27
1745	-105.81	-220.59
1746	411.99	56.75
1747	48.80	18.30
1748	27.71	-6.60
1749	-0.60	-0.01
1750	77.90	20.60
1751	32.39	12.36
1752	16.73	-10.56
1753	-8.90	9.70
1754	63.84	-9.84
1755	-19.19	-19.25
1756	16.22	4.84
1757	8.08	3.59
1758	-24.00	31.20
1759	8.60	-15.10
1760	64.75	-39.73
1761	66.61	-17.61
1762	-17.93	-16.95
1763	-1.79	-6.45
1764	10.73	7.04
1765	0.74	-7.96
1766	70.45	47.89
1767	-56.10	-27.47
1768	234.90	-407.20
1769	4.31	-4.44
1770	-29.61	-175.95
1771	185.31	-230.65
1772	62.30	22.80
1773	16.20	-68.45
1774	-173.90	-199.20
1775	73.10	-44.83
1776	-15.63	-24.80
1777	72.40	8.30
1778	-22.90	-14.90
1779	-7.91	-45.83
1780	61.41	-27.63
1781	17.40	-2.20
1782	42.61	-0.48
1783	10.27	-3.91
1784	13.69	-2.24
1785	28.20	4.66
1786	6.92	-5.60
1787	34.43	-11.94
1788	114.86	-52.69
1789	14.82	-21.07
53131	-3.60	-4.02
1790	21.71	-5.73
1791	-0.56	-23.15
1792	4.81	-45.89
1793	4.89	-13.98
1794	-14.68	-5.09
1795	100.53	-25.32
1796	-9.52	-4.25
1797	26.19	-6.81
1798	-9.05	-5.07
1799	80.82	-8.80
1800	125.32	10.83
1801	-6.46	-2.01
1802	203.49	-15.73
1803	394.36	61.13
1804	3.67	-5.72
1805	-4.30	-3.50
1806	38.53	4.64
1807	114.59	-474.13
1808	2.21	-46.36
1809	3.67	5.36
1810	-1.60	-7.04
1811	3.42	-2.79
1812	-35.50	-14.70
1813	203.85	-221.55
66674	3.66	-12.35
1814	-4.63	-23.38
1815	54.78	6.76
1816	5.21	-25.07
1817	17.17	-0.11
1818	-4.41	0.19
1819	-3.30	-2.80
1820	0.70	-27.80
1821	75.00	28.80
1822	4.11	16.74
1823	-103.85	-53.12
1824	14.17	-13.93
1825	4.62	-8.33
1826	11.75	-4.90
1827	8.60	-13.76
1828	12.05	6.70
1829	17.71	-19.46
1830	22.04	3.00
1831	-47.18	-21.48
1832	31.08	73.51
1833	53.24	-13.28
1834	18.54	-8.50
1835	3.71	-3.36
1836	-15.60	-20.90
1837	-32.24	126.14
1838	25.00	8.50
1839	13.00	-2.63
1840	1.98	-8.22
1841	316.75	19.19
1842	550.14	-0.68
1843	24.28	-8.09
1844	13.18	-5.43
1845	18.98	-20.51
1846	303.10	37.60
1847	-25.12	-56.02
1848	100.19	-73.66
1849	28.89	-39.85
1850	2.80	-5.20
1851	49.41	30.35
1852	5.73	-1.89
1853	26.03	39.79
1854	37.91	-29.92
1855	-10.84	-5.27
1856	56.70	2.60
1857	7.35	-19.62
1858	11.43	15.28
1859	11.14	5.68
1860	-839.61	45.79
1861	-3.77	-12.41
1862	-21.75	4.15
1863	61.25	8.90
1864	-12.43	-17.32
1865	20.00	-28.36
1866	250.33	-56.06
1867	-45.70	-29.30
1868	208.26	131.49
1869	22.16	-6.90
1870	58.91	-17.69
1871	180.39	102.64
1872	11.30	-7.00
1873	74.31	-146.13
1874	5.06	-11.86
1875	10.12	-23.08
1876	-3.47	2.11
1877	217.90	82.70
1878	-7.21	-18.18
1879	38.03	16.40
1880	1.83	-10.74
1881	-13.53	2.52
1882	24.63	-6.90
1883	16.52	-7.72
1884	90.27	-172.94
1885	-185.27	-66.54
1886	-1.96	2.90
1887	38.72	1.72
1888	-15.04	3.22
1889	2.22	-4.47
1890	14.23	-18.87
1891	43.30	-2.20
1892	-119.20	-96.40
1893	77.48	-12.40
1894	-17.50	-9.19
1895	-3.07	-0.33
1896	-5.04	-3.30
1897	-250.30	-200.30
1898	-1.34	10.58
1899	107.81	37.76
1900	19.90	-12.20
1901	-20.30	-28.20
1903	14.26	-5.47
1904	2.50	-6.31
1905	-9.04	-3.88
1906	-22.39	-9.66
1907	-15.28	-16.31
1908	-47.01	-223.94
1909	42.01	3.43
1910	90.19	-48.73
1911	-6.35	-10.09
1912	21.88	-60.86
1913	17.32	-13.08
1914	8.68	-83.85
1915	7.24	-29.04
1916	56.76	0.72
1917	-23.40	-11.21
1918	35.35	-50.09
1919	-15.37	-47.24
1920	-20.40	-26.20
1921	13.62	-3.92
1922	10.99	-7.23
1923	-95.03	-28.50
1924	51.90	-105.20
1925	8.05	-3.01
1926	5.91	-1.60
1927	2.95	-4.46
1928	23.02	3.04
1929	4.18	-12.08
1930	6.48	-3.62
1931	78.47	15.75
1932	-3.65	-9.40
1933	291.50	-223.50
1934	-28.19	-21.48
1935	19.29	-14.40
1936	666.50	83.75
1937	5.37	-3.93
1938	15.73	7.72
1939	-34.80	-42.40
1940	15.40	9.61
1941	-7.70	-3.91
1942	39.77	-4.14
1943	8.67	-27.26
1944	6.10	-47.72
1945	-5.39	-1.58
1946	13.48	-7.01
1947	1.38	18.64
1948	14.33	-2.02
1949	16.86	-4.90
1950	20.20	-16.73
1951	48.56	30.50
1952	8.44	-11.31
1953	2.53	-13.03
1954	210.57	-27.87
1955	545.43	-254.82
1956	-28.98	-17.28
1957	1.23	-6.94
1958	19.82	0.32
1959	49.83	5.59
1960	13.87	-3.17
1961	-53.40	-48.39
1962	-4.10	-64.69
1963	-0.52	-2.81
1964	8.87	-14.10
1965	16.25	-14.80
1966	1.13	7.95
1967	3.55	-3.54
1968	41.40	66.30
1969	-6.98	-5.40
1970	86.25	4.09
1971	-2.80	-12.10
1972	-6.04	-6.34
1973	108.88	-13.45
1974	10.69	0.12
1975	-14.31	-8.86
1976	-175.70	-287.20
1977	162.77	-35.61
1978	266.70	-105.91
1979	28.64	-8.43
1980	-10.31	-40.78
1981	8.66	-6.16
1982	25.86	0.62
68826	-14.00	-7.40
1983	20.50	-0.29
1984	9.80	-11.23
1985	44.20	-28.00
1986	-34.63	-34.01
1987	282.10	3.90
1988	17.94	-4.22
1989	86.53	-60.00
1990	24.91	-6.40
1991	-12.64	-1.78
1992	62.93	-28.73
1993	87.76	-57.48
1994	18.09	6.26
1995	9.16	-10.06
1996	-11.99	-5.90
1997	35.90	-11.30
1998	-8.90	-1.82
1999	6.73	-27.85
2000	-115.85	-154.90
2001	30.62	-88.93
2002	42.50	-44.70
2003	29.80	-60.10
2004	-3.40	-7.10
2005	11.11	16.42
2006	-15.10	-13.80
72344	-9.60	-8.60
2007	28.81	5.95
2008	40.16	-19.12
2009	-0.28	-3.19
2010	25.40	2.50
2011	251.67	74.04
2012	-2.59	-0.54
2013	21.81	-3.12
2014	204.59	24.18
2015	83.10	-11.70
2016	-40.54	-27.36
2017	-13.34	-46.28
2018	17.70	-0.10
2019	-15.13	-4.07
2020	4.33	10.81
2021	2219.57	324.06
2022	-15.16	-11.23
2023	44.20	13.90
2024	-0.77	-2.09
2025	39.15	-45.28
2026	66.30	-35.80
2027	22.56	3.26
2028	144.10	8.90
2029	145.50	11.90
2030	153.88	-15.82
2031	119.70	-154.73
2032	40.66	-35.88
2033	0.00	-4.90
2034	4.66	-2.25
2035	62.70	52.80
2036	-1.50	1.82
2037	7.32	-4.25
2038	9.53	-5.39
2039	131.12	-182.68
2040	-10.25	-7.08
2041	10.24	-4.03
2042	16.85	-14.68
2043	10.49	-3.86
2044	25.40	-6.59
2045	11.53	5.25
2046	55.10	6.70
2047	24.21	-13.17
2048	103.80	11.40
2049	112.71	-7.44
2050	-7.62	-7.88
2051	22.74	-0.40
2052	10.48	13.61
2053	5.62	-2.49
2054	16.93	-1.61
2055	-12.90	-22.55
2056	37.07	22.79
2057	-136.43	-85.93
2058	-5.46	6.86
2059	-5.20	-13.00
2060	-2.70	3.10
2061	34.23	-12.15
2062	-20.19	-54.19
2063	-0.39	-7.34
2064	162.90	-6.22
2065	7.80	-3.90
2066	64.10	-46.60
2067	167.70	-51.42
2068	-3.57	-61.13
2069	11.96	-9.50
2070	-7.98	-9.14
2071	49.23	-45.29
2072	106.20	32.14
2073	-13.85	-8.04
2074	-48.51	-45.80
2075	-9.00	-9.71
2076	-35.80	-75.20
2077	10.34	5.58
2078	-64.45	-45.08
2079	28.53	-6.07
2104	28.06	-8.12
2080	17.70	1.30
2081	199.90	-396.20
2082	2.76	-16.92
2083	-36.23	-6.73
2084	-4.59	-2.34
2085	0.89	-3.79
2086	21.68	-12.40
2087	-1.94	-6.38
2088	-7.14	-17.98
2089	0.68	-0.57
2090	0.10	-3.90
2091	-21.24	5.41
2092	-14.77	3.17
2093	15.13	-6.74
2094	-19.90	-1.00
2095	-51.56	-46.78
2096	6.72	-3.65
2097	15.00	5.70
2098	-17.03	-44.89
2099	-21.39	-89.44
2100	71.40	2.90
2101	15.85	-0.19
2102	252.96	-153.38
2103	-1.03	-2.56
2105	7.39	-12.96
2106	54.39	-21.94
2107	114.63	37.85
2108	4.92	-4.75
2109	3.15	-0.38
2110	11.45	15.00
2111	112.74	6.78
2112	-15.24	-6.60
2113	11.78	-4.31
2114	43.96	-0.07
2115	50.10	-1.50
2116	-2.59	-21.56
2117	26.40	18.60
2118	1.83	31.71
2119	26.00	18.30
2120	-136.40	-146.38
2121	27.00	-34.44
2122	18.98	11.14
2123	-16.47	-16.48
2124	26.55	-3.42
2125	73.23	-34.40
2126	-1.23	0.79
2127	-31.93	-78.83
2128	314.34	-196.01
2129	13.12	-22.45
2130	27.97	18.07
2131	147.24	114.68
2132	-10.72	-20.93
2133	-3.85	-4.17
2134	-67.93	-31.85
2135	100.60	-17.29
2136	-43.30	4.60
2137	374.08	38.61
2138	10.30	-25.97
2139	1.37	-19.36
2140	-11.85	-29.15
2141	46.84	-28.84
2142	23.47	-2.63
2143	-36.80	17.60
2144	-0.95	-3.34
2145	9.31	-21.09
2146	12.90	-4.00
2147	34.70	1.10
2148	60.33	11.62
2149	7.27	-7.28
2150	17.23	0.60
2151	4.49	-3.49
2152	-28.79	-27.25
2153	9.89	-2.27
2154	0.23	-31.26
2155	9.93	-13.02
2156	-6.18	-70.19
2157	25.27	-59.17
2158	53.94	-26.37
2159	32.30	-16.12
2160	-8.16	6.79
2161	-17.01	-14.92
2162	-27.75	-27.64
2163	40.95	-13.82
2164	39.55	-0.58
2165	1.14	0.67
2166	-9.38	-4.80
2167	32.16	-47.71
2168	-22.39	-10.42
2169	-23.80	-4.50
2170	-3.90	-13.40
2171	-30.91	-24.48
2172	37.35	-21.75
2173	1.00	4.11
2174	70.15	-70.50
2175	-78.54	-36.78
2176	36.47	2.21
2177	72.56	27.18
2178	91.10	9.00
2179	-2.31	-12.47
2180	-4.19	-12.76
2181	1.67	-3.18
2182	13.87	2.82
2183	4.01	-3.29
2184	58.79	5.33
2185	2.27	5.84
2186	12.04	-4.65
2187	5.57	-4.67
2188	42.14	-7.93
2190	197.93	33.32
2191	4.42	0.96
2192	0.36	-4.21
2193	22.06	-4.58
2194	333.40	-103.30
2195	2.14	-30.11
2196	5.71	14.24
2197	-5.85	-1.09
2198	-2.39	-15.60
2199	-2.07	-9.70
2200	18.67	-12.78
2201	281.81	-927.21
2202	30.08	23.42
2203	8.57	10.26
2249	25.36	6.56
2204	-113.98	-28.19
2205	-75.00	-72.10
2206	-3.30	-20.40
2207	92.01	32.01
2208	15.15	-0.87
2209	-27.96	-0.86
2210	-22.90	-50.10
2211	19.02	3.80
2212	25.03	2.92
2213	-21.57	-17.89
2214	30.00	-12.89
2215	39.96	-16.51
2216	9.50	-2.40
2217	56.43	-14.88
2218	51.31	8.04
2219	115.01	19.88
2220	14.04	-20.16
2221	-1.57	-1.39
2222	-3.72	-7.15
2223	2.32	1.50
2224	17.64	-13.71
2225	85.13	-14.86
2226	45.60	27.40
73803	14.32	-36.08
2227	-46.17	-26.14
2228	-11.20	-5.90
2229	44.45	-17.12
2230	-106.99	-19.17
2231	-34.08	-0.18
2232	62.60	2.60
2233	6.90	-77.30
2234	85.53	-13.44
2235	35.90	-204.40
2236	128.10	-101.60
2237	-121.00	-116.20
2238	35.28	-16.92
2239	38.55	-43.49
2240	137.23	-40.38
2241	-10.25	-18.16
2242	-43.80	-25.50
2243	-29.04	-19.72
2244	27.84	-15.30
2245	4.69	-20.46
2246	97.10	-9.60
2247	-355.01	-228.73
2248	2.40	-6.40
2250	22.53	0.46
2251	20.20	2.10
2252	3.80	-6.40
2253	15.98	1.83
2254	94.58	6.02
2255	40.36	-37.62
2256	159.70	-4.69
2257	0.56	-5.23
2258	16.47	3.27
2259	-1.88	-2.53
2260	39.47	3.20
2261	74.90	-48.10
2262	-16.50	-12.53
2263	11.53	3.06
2264	-14.04	-23.82
2265	10.95	-3.36
2266	80.09	-29.11
2267	-7.47	-10.85
2268	8.99	-21.43
2269	32.27	-37.44
2270	-3.82	-3.10
2271	-1.30	-6.20
2272	17.12	31.29
2273	177.72	25.11
2274	20.83	-4.92
2275	47.90	-28.80
2276	30.44	32.34
2277	26.94	-3.73
2278	-3.90	-24.80
2279	10.16	-7.15
2280	13.10	0.00
2281	9.64	-18.91
2282	340.49	-135.41
2283	26.12	23.12
2284	46.85	10.44
2285	0.95	0.62
2286	7.50	-18.60
2287	42.00	-32.80
2288	-135.48	-132.01
2289	-33.45	4.12
2290	10.96	-1.73
2291	-0.69	16.19
2292	-111.53	-221.34
2293	302.02	387.07
2294	128.76	-22.99
2295	58.67	-11.44
2296	7.42	-1.62
2297	-15.23	-0.17
2298	30.89	-8.52
2299	4.32	4.59
2300	50.29	3.62
2301	1.14	-12.08
2302	1.75	1.00
2303	69.14	-49.79
2304	22.53	-7.01
2305	-18.07	-61.12
2306	-5.03	-20.46
2307	14.45	8.28
2308	44.10	28.30
2309	-35.10	1.10
2310	-9.71	-8.66
2311	214.70	-58.52
2312	38.53	5.37
2313	-38.22	-45.06
2314	-9.97	-80.71
2315	37.58	14.76
2316	146.60	25.30
2317	210.14	-84.05
2318	-59.83	-22.23
2319	86.19	180.03
2320	54.14	-6.08
2321	14.67	-16.45
2322	11.47	-31.52
2323	91.60	-39.28
2324	-2.64	-15.60
2325	8.64	-1.48
2326	15.38	71.34
2327	20.30	-22.20
2328	5.00	-5.50
2329	20.44	-3.82
2330	12.95	-23.18
2331	6.02	5.01
2332	17.66	-19.82
2333	36.74	21.29
2334	26.21	-11.89
2335	19.35	-13.54
2336	-49.29	-85.75
2337	147.01	-33.37
2338	104.39	-58.42
2339	-1.51	-71.12
2340	8.21	2.63
2341	101.20	-47.80
2342	131.80	-27.90
2343	150.86	-79.53
2344	4.75	-7.41
2345	7.58	-7.69
2346	67.48	-20.33
2347	-2.45	-1.51
2348	57.11	23.46
2349	9.35	7.24
2350	-107.19	-223.71
2351	6.36	-0.50
2352	114.37	5.72
2353	8.80	-13.90
2354	-4.16	-1.79
2355	43.33	-56.62
2356	-16.84	-8.24
2357	9.51	-2.07
2358	-18.29	14.66
2359	32.19	-23.74
2360	10.26	-32.73
2361	20.03	-18.32
2362	-13.90	-20.80
2363	43.91	42.92
2364	32.65	49.53
2365	-0.23	-0.10
2366	8.99	1.00
2367	-12.44	-9.42
2368	-174.15	-272.04
2369	33.53	-68.96
2370	57.90	-53.40
2371	25.12	-3.22
2372	14.95	4.75
2373	291.43	-45.75
2374	35.09	17.65
2375	-62.59	-49.40
2376	8.70	8.20
2377	16.24	-3.27
2378	21.58	-1.30
2379	-11.14	-5.67
2380	7.27	10.97
